box_id,address,creation_height,eligible_height,eligible_date_est,erg_value,rsn_amount,est_size_bytes,est_rent_erg,underfunded,token_count
a06a497cc48fbcf4c4d0260990c3b8ebc5032ac7dac39553fe5072f074c44cad,9ehiuNirnYVdPjT57h9WTLKNPqDHyoW7vv5U6WDFfAorod3MEjB,1150063,2201263,2027-12-14,0.001085807,4738.993,122,0.152500,yes,1
4020e8776a1f6c00401e89c48cb3a691802ef058a8d7217a20453e915aef8b78,9i7g3ARXnBZynMXeob2q3uuQh9STi3WhVEULo1mgqY5pazAKeWz,1150070,2201270,2027-12-14,0.001080024,1894.854,122,0.152500,yes,1
7eda0f22dc9ed7e4a1254a22d2d90445b746a4bcdfed3000a70d1f0964918859,9hEX2H39cVuNZSPA3VqBF4oBMQowZbdtDuaeb7433pJQ6Xzfvix,1150283,2201483,2027-12-14,0.001000000,2543.740,122,0.152500,yes,1
73042b785331b8160fe52d2569d9b51e8fcbe1504f2db00e900ab58a7536e2a1,9fZ3ztrJsY497ph9kQEvJ8jtFQBpKjBeeH5at3z7yNVY5cL7Xd3,1150302,2201502,2027-12-14,85.806673969,1588.261,122,0.152500,no,1
0f6dcbb63cf4b4f0576a5e13b30d557dc13921c5db2576d72f4c211ad6a01dd5,9fZ3ztrJsY497ph9kQEvJ8jtFQBpKjBeeH5at3z7yNVY5cL7Xd3,1150331,2201531,2027-12-14,0.005260000,1500.000,122,0.152500,yes,1
0a946f995848f3ae8cfe708971635fe8f61590dd05108543f7c305f60b002e66,9gMV2cP8mXt78DpGiTxVSq11C5GKGekAYS9qiu4PNzoZqJQNZfr,1150363,2201563,2027-12-14,257.911338965,10000.497,426,0.532500,no,9
5d2c33db7a55a6ca7b03e4e31f96553d4b3b9268d735d21dd116278a9818e3db,9iHgbXhUhJbkTnxUYYLy6ETDnaxWuhhZZ2N3XTypd178Fn17esw,1150604,2201804,2027-12-15,0.000041040,1915.000,122,0.152500,yes,1
d4c4686c474b8c91e4d9b8bd8d9510d1169867418551db0899c824331c2c9d2d,9goDCeEEXmuTeq5EwDHvhcerYhUYJPd8CUkjpPAEATysxhnaU3L,1151029,2202229,2027-12-15,0.001127976,3580.395,122,0.152500,yes,1
835c19f03d316846203034e3f635ca56b9f1eb0f4b0ce300aec246bf746fecaf,9giQE8NPA4hYPmVT5FAmsBzxGyWUTNKUk17GYWYjP1XvihGwtEJ,1151290,2202490,2027-12-16,0.001000000,6273.655,122,0.152500,yes,1
48891bdaac3614f9bbcb3ceb39c157d70e27f36615828d2b327e67c7edffd680,9eZkHskVmfhP8tAUmc9XpU4GvQ7QN43YdmNM8Cvzzr9s8LF9c4n,1151448,2202648,2027-12-16,0.001080013,1160.651,122,0.152500,yes,1
53b92d572913ba9f4b64bf0d3a6021d34aebb5c5d98b2c20e55d44e80437e9ea,9eZuRY1dQnRkfZY1A8phpm1BaNXJn8cH4DHz9ZzXhaKiAJxkYGa,1151755,2202955,2027-12-16,0.001080005,704.399,122,0.152500,yes,1
df53f21e5bc042f4a86505eae6985f42f545eac84a44c0c145ee37ad7b22f3d8,9iEdrZ4j8DtrzCYX5X684tfU3m5UE5GQsp2mXrgfP9KjB1gFRj8,1151914,2203114,2027-12-16,0.001080007,408.546,122,0.152500,yes,1
dd54b5bb1dbd290254115343876e58b9d5f36387f195a71571dabb86dd96b9d5,9fhwRu7ggDTwEfkDWsEWaGPrBdjXxwt7qqAkArVQKqMDZGeo6J8,1152075,2203275,2027-12-17,11.600343157,1499.999,160,0.200000,no,2
381077655f5baf78efa515b3bf547ad4cf2437f5a23b579663d91fb93e7f13ae,9fhwRu7ggDTwEfkDWsEWaGPrBdjXxwt7qqAkArVQKqMDZGeo6J8,1152078,2203278,2027-12-17,0.001080014,499.999,122,0.152500,yes,1
9cb7ba5326eb2046bcbab12fa293dd32f1d1a514ddc214266eba9242383ec7e4,9he1myeaG6krEZMG2SMHosocEEjZegNz1EJ1K9MvdqyVTFwZmYe,1152109,2203309,2027-12-17,0.001080014,908.422,122,0.152500,yes,1
fc45f697d4ae632c7aac18bce9c232a96dc4b147bfbc15275f0889a6080cff26,9iCz9z6LPh4Bv1PJ7HMNbFd7eDaVwVC2WkNmNeYsgaB837L13XC,1152140,2203340,2027-12-17,0.001000000,100.000,122,0.152500,yes,1
3e36873c2c1c738ad681601e0c8651389a4ddbc4a2c26a134c566564a949d182,9ehHu2drfUS9GCot39BkkJgedKEUyHFS7EZ7jxCyr3Cn22CYoSR,1152371,2203571,2027-12-17,0.001080076,6645.368,122,0.152500,yes,1
949be33c90c6793409546fe0ee4076dc167afb0cb3b9a69ecfecc1d22674e284,9hyXAmntbZ4mZLV81H21aYM6XnBbMfmR6XtCze7Z2YZWVTmheBz,1152389,2203589,2027-12-17,0.001080023,440.723,122,0.152500,yes,1
382026c5bb19b8285eb7e25c1a625a19853d0bfae07d1b5319cf371862ec4827,9iPRhadM1jKvxkk5uJDhw4odkrpnxo8RKXARrCH67AYZFxtKTHx,1153026,2204226,2027-12-18,0.001087991,5420.617,122,0.152500,yes,1
bda6653e2c8363efa0565336be6d92a1b598f7b780ed737487793742e057a99b,9fgBFQJN3Ru2ghZaUEZ6EaNmoyB45Env1516773pP11QNspvh1B,1153717,2204917,2027-12-19,44.211456774,179.086,122,0.152500,no,1
6b32fa140c348ec1aceedb14d27134b6e7ff83bac5d29a77240c536606213e1a,9iKo5F5UtJDGe38eva8Zgw1jH3RCn7A6cr8kSbiKtmtNSACzekU,1153779,2204979,2027-12-19,0.002760027,1107.319,122,0.152500,yes,1
d05737a1a450295ab80f0c266ee2d5817ffca71b13cc5d9d2d0d0d7207603d9a,9iKo5F5UtJDGe38eva8Zgw1jH3RCn7A6cr8kSbiKtmtNSACzekU,1153779,2204979,2027-12-19,5.092000019,229.150,464,0.580000,no,10
29025ff2f86b448b6beb37b94a2b23d27d94331dee85acf236e79c643db79006,9hDid7kHZoBtKFEm7BcoCzR1zhHBiRf7S1TuwM12oWZUPbHykod,1154121,2205321,2027-12-20,0.001080026,1954.312,122,0.152500,yes,1
a6bdeee34c213eca4198785930bcf8414614936ac4cfffe9d21c5aca85d53569,9hDid7kHZoBtKFEm7BcoCzR1zhHBiRf7S1TuwM12oWZUPbHykod,1154121,2205321,2027-12-20,36.138634474,434.342,160,0.200000,no,2
cd1b2e6866413595866bad10c8c8bf320e1fa85b94f4e4d68786ff295e8e7682,9esCU6XQQsrXCJ88KtnL6rxGPptGseZdM3aohosgL8PPsNi1RGJ,1156036,2207236,2027-12-22,0.001080009,482.370,122,0.152500,yes,1
68b7d6597c6ce1a9cb4daf9bb7df75c49cde13de88ee4cf62ac0ba879ddc3d09,9hcyXzwyrnB3mpFrDuPEfBzW1QmNEnT1sHDo4bGcMZL9wwsdAp7,1156626,2207826,2027-12-23,0.001080109,8228.353,122,0.152500,yes,1
12ac5f08ba7a27c61eec08edb6e38720d90dcffde33a77a8017e4115d83ef474,9ec9AbgF7CodB12b138KjgnRmXgqXtmNbV7Q5NojuMa9EpUncLa,1156739,2207939,2027-12-23,14.801074683,17.423,122,0.152500,no,1
5467af23ea4360f45ef87c2970b1bfdffb931d29d6d3358206ff41c9cc9b3cc0,2DxRv75maq3FewTq4mCgRzJedpUXxk5iUYhEEh7GifusR3sp4MN98RDo9dR7dvPkyKwKWJgxRMkoyYUCWUzEqzhJSTtTNSwckmbqvuAsbTbRF9EJqgMkQzLHWaqyMvdiBC1LGNyC16qWkp64oYn3nEL4qoZWUr79mLpaHLCnNAHkVPUuG45bqno9n6fLNKbsQV9CDvda8bMFHKPgnYrcGhWwt,1156739,2207939,2027-12-23,800.000000000,30000.000,274,0.342500,no,1
5983d638752bc9a1d94979bf0ba338c4262bd221eb5e40e10d3b18c3fee61f72,9gunMPQfz1WcVmivSQgPiud278GAyvj4dJhTVfSUEC13Nxu4r9d,1156818,2208018,2027-12-23,0.001080008,316.532,122,0.152500,yes,1
6028cbda12c75da146908b1aadd8014faecd301f75b97bb73891e2d2eaeb68fc,9gJyfXkgqbXpuL3jeiTza671Qb4nDugSFWzkzbwYx53g3xewWNY,1157329,2208529,2027-12-24,1.886700000,385000000.000,122,0.152500,no,1
aa2d5b1cd7948bf91397a339b45c30e7f00125ef04e48ba77407d03e9f924344,9iNpx8hiFBBZVHBLRtZXV7MLdV7ME17f86YeESRd8DnpJtjVJZ2,1157329,2208529,2027-12-24,1.000000000,25000000.000,122,0.152500,no,1
3750c69e4c08057369975ae1ae8733593060a9965dcdd13144faa1f8f1f5287d,9feQDTTAJCzSEgSLb3mNf3NdBeU5janU1WQUF7Uq4cm5xuxdvvc,1157329,2208529,2027-12-24,0.100000000,30000000.000,122,0.152500,yes,1
a56acd974783ba4a45000b9a90f10473ee7d0bb4f5b222b5ae07c3e2679457d6,9fBez2DonHnr5NB5bFYEuCVEMMcf4mLY6R2wYv81aWY97mLjc3D,1157350,2208550,2027-12-24,0.010000000,33001.000,122,0.152500,yes,1
900f491296a98783734895358a3445c55ff0f4cbe58c307c0aa55468ca585225,9hmw7rTDNcDrzMHbz7ZSbXm5vMRJcXBfg76JVhy4xpmwVzGGsUS,1157350,2208550,2027-12-24,0.010000000,33001.000,122,0.152500,yes,1
0f52e1dc46bfdc6b7ee967a922778ad2d62487d9e3eaf699b07c05891180cc07,9gzmp3VmhYgoXiJCw8jWcEYiXVEWu6pYBZV246ZerKyc3A7C49z,1157350,2208550,2027-12-24,0.010000000,33001.000,122,0.152500,yes,1
7ebfd64c0bb0f235357eec79b29a3fd09a1b22685acb51cdba9f279c19c260d3,9fsbWUmq2RzscWwP4YtvngBnpe497NnXGxgx6zfhT8vbBGzGU2r,1157350,2208550,2027-12-24,0.010000000,33001.000,122,0.152500,yes,1
c4a7bc82f478118f11e73caaa6f6d2309760949e13804c1ec7a8b2bf52d141c0,9eoecukM2zVSYYKU4vSvKf2SXrpZAa8Q7fUaXebyrXQvGqRk5bh,1157534,2208734,2027-12-24,0.001080104,7785.755,122,0.152500,yes,1
